age,income,existing_debt,loan_amount,credit_history_years,num_late_payments,num_credit_lines,employment_years,debt_to_income,loan_to_income,default_risk
42,19509.57,15969.7,36289.54,25,2,4,4,0.819,1.86,1
41,54818.5,13557.12,41500.05,20,1,13,11,0.247,0.757,0
26,55317.73,11710.56,45055.92,3,3,7,31,0.212,0.814,1
21,85382.33,18593.03,28492.58,0,2,7,30,0.218,0.334,0
25,42764.74,2918.21,15801.78,3,2,12,21,0.068,0.37,0
61,55602.43,12484.19,17568.6,3,0,13,16,0.225,0.316,0
32,36690.29,18144.79,16495.1,25,1,5,19,0.495,0.45,0
46,67463.39,33381.01,15154.94,3,0,12,19,0.495,0.225,0
54,47507.64,3324.66,34879.24,16,1,6,7,0.07,0.734,0
34,26548.17,20205.53,20008.65,8,3,2,33,0.761,0.754,1
46,49730.56,21301.49,31657.06,29,2,5,22,0.428,0.637,0
47,57810.46,0.0,28118.2,18,2,7,37,0.0,0.486,0
29,55105.47,19105.32,6816.14,12,1,14,27,0.347,0.124,0
46,70917.93,23802.85,1000.0,3,0,9,12,0.336,0.014,0
42,21038.87,20886.53,5160.04,4,0,6,28,0.993,0.245,1
50,33145.15,14160.73,14879.52,28,2,12,7,0.427,0.449,0
63,62795.75,18332.4,21611.94,12,6,14,10,0.292,0.344,0
37,35494.62,16698.45,12220.4,22,1,10,17,0.47,0.344,0
46,54809.42,0.0,28436.78,15,2,4,24,0.0,0.519,0
56,10000.0,16933.2,13667.78,21,2,3,21,1.693,1.367,1
21,104318.93,11329.3,23083.49,4,1,9,34,0.109,0.221,0
28,44605.63,7951.78,21410.98,7,1,7,28,0.178,0.48,0
55,73879.13,39849.7,40813.2,15,1,11,20,0.539,0.552,1
35,43262.04,27526.16,8297.11,29,1,14,6,0.636,0.192,1
42,58293.97,3498.28,46501.03,0,2,13,11,0.06,0.798,0
34,79838.39,18466.36,12867.8,22,1,6,35,0.231,0.161,0
46,73316.12,29580.25,3919.32,27,1,7,23,0.403,0.053,0
48,45910.9,38.01,17397.02,5,0,8,31,0.001,0.379,0
43,47294.91,15769.83,58881.67,10,2,5,26,0.333,1.245,1
34,70071.33,16240.73,30742.46,15,2,3,31,0.232,0.439,0
44,96664.89,2255.07,27235.57,4,0,3,31,0.023,0.282,0
22,53845.65,18795.5,29542.24,15,1,13,31,0.349,0.549,0
46,89141.27,26162.46,10764.88,6,4,2,25,0.293,0.121,0
34,45171.71,30080.48,23912.53,18,1,8,10,0.666,0.529,1
27,69039.21,12506.36,20030.03,0,1,1,17,0.181,0.29,0
23,72023.12,40016.45,41708.8,8,1,12,38,0.556,0.579,0
43,41800.79,0.0,18695.75,17,3,8,4,0.0,0.447,1
63,35058.44,18562.17,15460.68,12,2,3,15,0.529,0.441,0
38,72907.78,877.06,6022.41,25,2,9,10,0.012,0.083,0
58,39368.86,15901.83,21680.17,14,1,12,34,0.404,0.551,1
55,32113.0,9780.93,23515.42,2,0,14,10,0.305,0.732,1
35,36320.81,20068.77,5580.94,23,0,12,22,0.553,0.154,0
45,39287.73,13731.19,25437.96,27,1,11,33,0.35,0.647,0
57,67132.34,6740.16,22798.15,9,1,2,16,0.1,0.34,0
48,60300.85,7397.09,32161.35,8,1,10,9,0.123,0.533,0
30,64313.16,34324.59,34548.42,12,3,9,17,0.534,0.537,1
59,58427.6,19435.24,21131.35,15,2,6,7,0.333,0.362,0
37,38123.2,0.0,7563.62,2,4,1,25,0.0,0.198,0
59,63942.06,20507.88,10032.54,21,1,5,2,0.321,0.157,0
42,73649.08,13053.23,41145.53,22,1,10,23,0.177,0.559,0
46,61690.06,15046.01,21985.87,14,7,9,2,0.244,0.356,1
64,58993.12,23198.88,40953.85,16,0,13,37,0.393,0.694,0
45,34658.91,26832.27,25983.26,13,8,6,1,0.774,0.75,1
37,54236.34,6411.87,29044.83,6,3,7,34,0.118,0.536,0
33,33595.17,14702.58,31264.68,19,0,4,16,0.438,0.931,1
40,49519.44,9538.89,5322.33,15,0,1,8,0.193,0.107,0
45,17194.67,20968.62,23683.41,20,2,5,35,1.219,1.377,1
24,17348.83,12676.96,5156.01,7,0,2,21,0.731,0.297,1
30,46179.05,15292.51,16581.05,3,1,8,30,0.331,0.359,0
23,39031.21,12297.23,27682.04,19,1,4,33,0.315,0.709,0
61,52135.74,13938.8,7695.99,23,1,1,23,0.267,0.148,0
38,47304.63,32046.51,26712.05,14,1,10,8,0.677,0.565,1
56,50603.82,38907.66,2019.57,4,1,7,1,0.769,0.04,1
42,62172.15,18770.92,33719.84,12,0,12,20,0.302,0.542,0
54,40734.62,14000.3,12026.75,5,1,11,33,0.344,0.295,0
28,45611.12,0.0,7674.59,27,0,2,26,0.0,0.168,0
60,79100.42,7395.82,2775.73,26,2,3,36,0.093,0.035,0
64,50061.68,13732.64,13047.75,29,1,14,6,0.274,0.261,0
39,46415.79,7849.37,1000.0,4,1,9,21,0.169,0.022,0
62,51650.25,8900.99,13419.21,16,1,13,3,0.172,0.26,0
61,46772.71,30753.89,33193.84,6,2,9,13,0.658,0.71,1
57,35808.55,15287.91,17735.46,5,1,2,33,0.427,0.495,0
26,30039.4,16182.12,5869.78,1,2,3,22,0.539,0.195,1
46,34731.37,8258.09,22715.16,10,1,11,24,0.238,0.654,1
54,67458.38,26775.45,21654.75,6,2,12,0,0.397,0.321,1
26,37401.89,12874.21,43479.32,21,3,9,14,0.344,1.162,1
57,46901.51,9791.36,29488.65,20,1,1,31,0.209,0.629,0
53,64014.73,0.0,23667.18,7,2,2,13,0.0,0.37,0
42,44432.18,14388.98,30860.8,4,0,11,20,0.324,0.695,1
41,62667.23,9479.42,18387.43,26,3,2,6,0.151,0.293,0
26,19184.14,31845.8,19095.04,17,2,10,35,1.66,0.995,1
26,47349.67,33438.99,39907.28,21,0,14,20,0.706,0.843,1
24,51577.92,2647.2,1000.0,15,5,3,39,0.051,0.019,0
50,50462.77,3778.47,31615.35,13,3,10,11,0.075,0.627,0
31,16941.63,12236.8,18670.5,11,2,3,14,0.722,1.102,1
50,74062.25,6839.62,16502.13,16,2,10,14,0.092,0.223,0
51,32906.54,17174.17,13365.25,4,2,13,16,0.522,0.406,1
44,56700.74,11733.77,21844.09,13,3,2,33,0.207,0.385,0
29,50159.29,17805.32,19477.65,5,1,8,34,0.355,0.388,0
23,70074.19,25160.94,15023.57,14,1,8,38,0.359,0.214,0
51,93749.78,4357.78,11568.11,6,1,8,37,0.046,0.123,0
60,24192.71,24952.11,1000.0,13,3,2,13,1.031,0.041,1
57,37021.72,7713.48,11314.36,17,1,13,4,0.208,0.306,0
56,53781.85,36484.83,13852.46,0,4,9,29,0.678,0.258,1
44,27892.93,31209.76,21814.77,5,0,11,3,1.119,0.782,1
51,65643.65,13869.2,43557.03,2,1,7,14,0.211,0.664,0
26,66867.45,5364.17,12608.53,4,4,12,38,0.08,0.189,0
22,61188.98,3451.34,7715.23,11,1,5,34,0.056,0.126,0
40,54731.64,23736.29,11426.05,10,1,7,9,0.434,0.209,0
48,77394.18,14695.97,21840.14,12,2,8,1,0.19,0.282,0
31,26887.49,24268.67,27063.63,15,0,9,23,0.903,1.007,1
24,51305.36,37042.29,28740.14,17,0,2,27,0.722,0.56,0
35,35223.94,7296.17,29932.5,16,0,6,21,0.207,0.85,1
26,67798.33,2698.62,31630.77,16,0,9,31,0.04,0.467,0
50,13333.18,16925.6,16653.4,28,3,13,30,1.269,1.249,1
58,49438.32,26447.6,44637.68,10,0,6,18,0.535,0.903,1
22,56704.77,5595.4,15742.78,19,5,2,20,0.099,0.278,0
35,31050.16,15346.25,21312.09,9,1,1,2,0.494,0.686,1
31,37476.2,28700.44,35549.92,28,0,12,5,0.766,0.949,1
28,50307.58,0.0,26797.1,15,0,3,31,0.0,0.533,0
46,69101.93,17353.18,1000.0,1,2,11,1,0.251,0.014,0
64,29342.62,9598.97,20067.63,16,3,5,23,0.327,0.684,0
25,32831.0,16241.57,30343.58,21,2,7,26,0.495,0.924,1
26,72511.76,22097.84,3878.36,29,2,10,8,0.305,0.053,0
46,44540.49,17208.09,29008.31,19,1,10,12,0.386,0.651,0
24,34449.22,4897.78,24681.85,9,1,3,13,0.142,0.716,0
39,64573.7,9987.54,34207.05,12,4,9,10,0.155,0.53,0
40,40236.06,29265.93,11696.82,11,2,10,13,0.727,0.291,1
53,70548.43,18289.33,31950.72,14,5,12,15,0.259,0.453,1
40,36725.59,23403.19,21915.3,6,1,4,9,0.637,0.597,1
32,46808.11,17502.95,41192.6,26,1,10,19,0.374,0.88,1
21,68899.43,23091.16,53432.6,21,1,2,15,0.335,0.776,0
46,45474.78,11038.54,38459.97,20,5,3,33,0.243,0.846,0
34,65121.07,7324.88,25766.22,25,1,5,15,0.112,0.396,0
58,48689.05,22636.98,47852.05,27,2,3,13,0.465,0.983,1
57,89633.84,26273.74,27241.74,12,0,5,27,0.293,0.304,0
31,81375.57,5857.19,9104.65,11,1,4,17,0.072,0.112,0
56,23438.07,9240.55,19528.72,11,2,13,25,0.394,0.833,1
33,60444.87,13367.74,29140.07,27,1,11,37,0.221,0.482,0
63,33671.92,31198.25,29911.45,1,0,10,6,0.927,0.888,1
23,53830.14,20631.35,6496.82,4,2,13,33,0.383,0.121,0
53,51367.41,1759.13,6877.61,24,0,3,6,0.034,0.134,0
26,28892.26,14070.17,15904.28,24,1,12,32,0.487,0.55,0
30,71169.69,12541.21,26414.52,1,1,6,34,0.176,0.371,0
25,54066.06,3267.3,27950.75,22,0,8,38,0.06,0.517,0
43,44306.34,13952.08,21695.66,25,0,13,20,0.315,0.49,0
30,41237.8,12099.63,9986.86,29,4,12,27,0.293,0.242,0
64,52795.54,11383.67,40843.32,19,2,4,31,0.216,0.774,0
22,58158.5,10926.19,7135.3,12,2,9,15,0.188,0.123,0
33,47500.48,29713.94,35628.09,28,3,6,9,0.626,0.75,1
60,10000.0,11362.97,28865.88,2,0,5,22,1.136,2.887,1
22,50337.81,15496.71,35363.99,10,1,3,14,0.308,0.703,1
40,21170.36,14412.35,14666.8,15,1,5,5,0.681,0.693,1
21,45810.95,9949.83,18288.15,0,2,5,32,0.217,0.399,0
57,21908.71,15795.05,20660.51,18,1,14,38,0.721,0.943,1
29,21670.05,15653.51,14283.23,10,1,12,11,0.722,0.659,1
37,74702.44,15797.57,22703.1,8,1,12,35,0.211,0.304,0
29,43598.16,6407.67,38949.07,13,2,4,30,0.147,0.893,0
31,42066.76,12938.75,4437.99,8,1,12,9,0.308,0.105,0
35,59650.48,22603.22,12113.46,6,2,6,33,0.379,0.203,0
44,42588.19,13201.83,10811.06,15,2,3,9,0.31,0.254,0
58,92076.12,16617.82,18866.98,2,0,10,10,0.18,0.205,0
55,44539.6,16670.37,18373.68,28,7,1,13,0.374,0.413,0
50,57302.51,19173.95,29267.78,18,1,7,2,0.335,0.511,0
51,69418.83,20586.51,20404.68,3,2,7,32,0.297,0.294,0
25,82045.06,13258.49,23634.6,6,0,12,6,0.162,0.288,0
64,35159.88,5886.65,24781.38,22,0,4,3,0.167,0.705,0
34,41640.73,2812.85,22944.85,27,3,9,38,0.068,0.551,0
31,75491.84,25176.86,28439.76,11,1,12,9,0.334,0.377,0
29,66201.25,22702.5,18532.12,29,2,2,14,0.343,0.28,0
54,71503.52,21493.65,39756.42,17,1,13,15,0.301,0.556,0
32,22625.91,23112.04,50499.44,27,1,1,37,1.021,2.232,1
55,80960.0,13384.44,28474.77,4,3,3,3,0.165,0.352,0
55,34771.85,8751.24,22735.89,22,1,7,3,0.252,0.654,0
21,53845.86,5195.93,27494.99,22,1,9,35,0.096,0.511,0
60,47035.54,4106.5,6787.6,21,2,2,26,0.087,0.144,0
42,32430.34,27121.59,22161.27,25,3,6,21,0.836,0.683,1
49,21749.28,10068.55,11224.1,9,1,3,21,0.463,0.516,1
28,15123.04,25548.59,26119.72,11,3,5,16,1.689,1.727,1
31,52380.37,13131.14,11283.69,7,1,12,33,0.251,0.215,0
61,19493.62,8237.59,15862.67,18,0,9,31,0.423,0.814,1
57,27323.69,4056.35,1000.0,14,1,3,5,0.148,0.037,0
34,45639.28,9118.46,5921.05,0,1,1,32,0.2,0.13,0
50,10000.0,29182.39,24258.49,2,3,5,7,2.918,2.426,1
55,65579.59,4157.9,9573.85,26,3,1,35,0.063,0.146,0
41,10000.0,36167.47,32765.29,17,2,8,4,3.617,3.277,1
57,48452.55,6593.93,8553.33,17,4,7,4,0.136,0.177,0
25,50300.38,22499.5,25439.05,29,2,11,9,0.447,0.506,0
39,60761.23,13547.49,10857.49,29,2,2,39,0.223,0.179,0
34,49166.38,11794.4,24625.64,1,0,14,6,0.24,0.501,1
46,90358.16,2285.79,1582.55,4,2,11,11,0.025,0.018,0
24,54326.34,14016.07,14561.8,28,4,9,29,0.258,0.268,0
45,71072.25,3417.14,9845.44,0,2,5,24,0.048,0.139,0
62,35530.74,0.0,30598.79,9,1,7,27,0.0,0.861,0
45,52415.14,16195.99,25547.15,19,2,4,12,0.309,0.487,0
38,80951.4,8645.77,5209.09,29,0,12,21,0.107,0.064,0
60,45246.1,31843.49,17561.83,9,2,13,17,0.704,0.388,1
28,53844.7,25000.22,10732.19,4,2,1,26,0.464,0.199,0
59,69617.07,31974.32,31403.09,17,2,14,7,0.459,0.451,0
60,35155.41,8191.17,35258.29,20,4,8,5,0.233,1.003,1
34,10000.0,16361.38,2700.26,25,1,13,10,1.636,0.27,1
52,55111.47,0.0,29920.44,14,2,1,28,0.0,0.543,0
58,69773.38,12181.98,10120.45,19,1,3,4,0.175,0.145,0
53,22971.08,15984.98,16965.0,7,0,6,6,0.696,0.739,1
43,63404.4,16540.48,20387.05,16,1,8,21,0.261,0.322,0
35,63539.33,14576.32,41799.27,11,1,8,3,0.229,0.658,0
53,10000.0,15665.93,7953.8,20,0,2,31,1.567,0.795,1
45,31274.23,0.0,30017.0,29,0,9,18,0.0,0.96,0
37,42083.42,17562.22,5941.95,29,3,4,32,0.417,0.141,0
53,46407.52,19834.4,5112.88,26,3,4,0,0.427,0.11,0
22,35137.31,28380.25,20341.56,11,1,14,7,0.808,0.579,1
34,34059.94,18687.38,20260.75,25,1,2,31,0.549,0.595,1
60,83429.66,13692.63,1000.0,0,2,1,29,0.164,0.012,0
60,47848.82,26049.42,33915.16,25,3,10,27,0.544,0.709,1
59,36099.13,0.0,1000.0,25,2,7,31,0.0,0.028,0
26,49176.61,9850.51,18248.75,3,0,11,24,0.2,0.371,0
26,60741.82,7341.9,35931.39,7,1,10,33,0.121,0.592,0
23,51032.53,14654.78,46510.21,0,3,3,32,0.287,0.911,1
27,45885.45,0.0,15643.4,26,0,4,12,0.0,0.341,0
28,36999.67,28196.36,2804.61,14,0,11,24,0.762,0.076,0
62,36757.38,12501.9,35486.58,17,4,9,39,0.34,0.965,1
35,38043.83,18187.97,30381.88,0,4,6,38,0.478,0.799,1
49,56776.29,17230.91,14132.09,10,2,14,9,0.303,0.249,0
53,30116.4,27624.9,12611.15,22,0,1,30,0.917,0.419,1
50,57865.38,0.0,11391.29,1,2,9,10,0.0,0.197,0
59,78259.9,16123.21,15864.96,0,1,9,24,0.206,0.203,0
47,56514.15,26461.78,23792.82,11,1,5,33,0.468,0.421,1
56,42608.29,14020.14,13207.83,15,0,8,19,0.329,0.31,0
49,24037.46,5487.31,14725.04,21,0,7,6,0.228,0.613,0
58,81562.14,8961.1,27695.35,21,0,11,32,0.11,0.34,0
53,26599.65,11070.58,2211.03,9,2,8,34,0.416,0.083,0
57,66971.24,7789.5,15488.77,17,2,9,28,0.116,0.231,0
47,62770.36,13471.89,1000.0,14,0,14,11,0.215,0.016,0
53,45264.63,30082.47,21300.95,16,0,2,4,0.665,0.471,1
24,44740.42,9026.35,1000.0,29,1,10,11,0.202,0.022,0
42,13285.77,10123.26,30680.12,9,0,5,28,0.762,2.309,1
22,56601.3,19597.81,4224.35,2,1,8,34,0.346,0.075,0
30,62398.53,13251.8,1000.0,25,1,3,19,0.212,0.016,0
25,28218.4,1708.15,15636.64,29,0,11,36,0.061,0.554,0
30,46883.57,14388.12,40533.29,20,0,11,0,0.307,0.865,1
53,50757.24,14011.09,28534.31,15,5,6,15,0.276,0.562,1
58,61691.45,24756.78,1000.0,5,3,6,29,0.401,0.016,0
33,50076.06,5278.48,3882.5,2,2,7,8,0.105,0.078,0
51,17473.61,24823.19,15252.8,8,1,13,9,1.421,0.873,1
56,39401.24,14021.69,46860.24,10,1,11,12,0.356,1.189,1
44,54492.52,3920.58,8732.55,20,2,3,19,0.072,0.16,0
35,66830.57,1912.22,8829.38,12,3,8,28,0.029,0.132,0
49,37647.27,34343.89,38329.15,17,1,8,3,0.912,1.018,1
28,93753.0,13400.84,22338.89,25,0,9,27,0.143,0.238,0
25,12110.54,24365.04,32636.0,21,0,8,36,2.012,2.695,1
49,38726.0,0.0,11274.81,27,2,3,12,0.0,0.291,0
24,48339.33,41376.95,18780.37,23,2,6,2,0.856,0.389,1
32,45985.02,23932.45,35787.58,26,1,9,36,0.52,0.778,0
22,25357.15,12445.6,18261.91,21,1,1,18,0.491,0.72,1
47,58957.23,11938.34,33476.64,3,3,3,27,0.202,0.568,0
51,57421.88,22345.98,24647.21,21,1,2,18,0.389,0.429,0
56,50959.23,21771.82,7524.45,23,1,12,16,0.427,0.148,0
56,56636.88,16825.29,19804.19,7,1,8,17,0.297,0.35,0
46,41524.47,15108.79,31776.61,12,1,6,17,0.364,0.765,0
63,17652.74,20610.67,28032.99,9,0,10,22,1.168,1.588,1
47,35667.2,0.0,19516.97,1,3,11,39,0.0,0.547,0
25,53141.09,11287.25,1000.0,7,2,11,8,0.212,0.019,0
40,53254.89,0.0,1000.0,5,2,8,28,0.0,0.019,0
31,50827.58,21045.92,1000.33,15,2,2,28,0.414,0.02,0
30,60974.17,8241.86,13874.69,17,1,11,1,0.135,0.228,0
60,38377.08,0.0,15474.59,16,2,6,16,0.0,0.403,0
58,50533.62,7062.13,2295.06,5,0,7,30,0.14,0.045,0
26,61441.86,16493.56,32270.15,12,0,8,27,0.268,0.525,0
28,48302.2,12947.72,4834.77,22,2,9,38,0.268,0.1,0
43,25133.52,3268.43,3553.29,13,0,5,29,0.13,0.141,0
46,30770.23,0.0,21058.83,29,1,11,34,0.0,0.684,0
63,66617.05,15739.33,31686.86,25,1,3,19,0.236,0.476,0
32,77849.44,9192.32,44658.26,20,6,2,15,0.118,0.574,0
46,73505.66,12419.19,26990.54,29,0,8,33,0.169,0.367,0
33,54643.12,13403.15,38957.96,9,0,1,13,0.245,0.713,0
60,25937.35,19300.66,5455.32,23,2,10,25,0.744,0.21,1
38,49872.97,23469.47,45916.87,10,2,6,19,0.471,0.921,1
45,81245.1,16465.09,1000.0,12,1,2,23,0.203,0.012,0
53,62369.77,11795.37,13953.93,11,0,3,17,0.189,0.224,0
60,45850.45,15247.64,26727.83,8,5,8,8,0.333,0.583,1
63,62572.5,11607.63,1000.0,3,3,1,18,0.186,0.016,0
32,24612.1,0.0,8875.4,6,1,6,19,0.0,0.361,0
64,36086.57,25919.46,6968.93,23,2,3,29,0.718,0.193,0
56,28316.17,24034.39,16277.35,28,2,6,25,0.849,0.575,1
24,59391.44,34883.34,37058.99,21,0,3,30,0.587,0.624,0
25,64282.07,37804.99,20201.9,1,4,11,34,0.588,0.314,0
57,46923.48,3239.8,14443.23,6,0,11,2,0.069,0.308,0
28,32541.41,11646.0,1000.0,28,0,8,39,0.358,0.031,0
62,49605.02,40115.4,25601.06,8,2,5,28,0.809,0.516,1
48,40268.4,14594.49,29480.18,4,0,4,5,0.362,0.732,1
51,34076.59,17442.11,1000.0,14,0,9,0,0.512,0.029,1
29,56779.87,0.0,19196.33,17,1,5,23,0.0,0.338,0
49,34840.16,16502.89,22316.1,3,0,12,37,0.474,0.641,1
34,18673.01,34319.4,31575.22,18,2,14,33,1.838,1.691,1
60,23117.71,27866.26,11302.78,19,2,4,6,1.205,0.489,1
61,17934.79,8900.15,9495.68,25,1,8,10,0.496,0.529,1
42,54950.24,11036.84,14522.03,6,2,8,10,0.201,0.264,0
31,53008.11,3691.0,35413.24,25,1,8,35,0.07,0.668,0
43,52010.4,6488.37,32526.15,7,1,4,19,0.125,0.625,0
21,61754.63,0.0,19743.86,16,1,13,15,0.0,0.32,0
57,73839.18,14151.8,32237.32,12,3,1,4,0.192,0.437,0
41,38154.67,30101.11,1000.0,23,2,2,23,0.789,0.026,0
46,58129.55,18554.32,29499.85,20,2,4,29,0.319,0.507,0
56,18407.69,28662.39,6574.81,27,0,10,29,1.557,0.357,1
43,77574.19,25732.49,41204.29,22,1,2,38,0.332,0.531,0
21,25103.38,9531.92,7229.06,10,1,11,36,0.38,0.288,0
60,35798.38,7404.93,9766.85,26,2,10,32,0.207,0.273,0
35,38045.81,7788.15,26749.08,0,2,14,19,0.205,0.703,0
41,19474.58,0.0,27907.45,1,3,14,21,0.0,1.433,1
29,50651.51,15323.3,14644.02,16,0,3,20,0.303,0.289,0
29,54278.08,0.0,24456.85,4,2,9,36,0.0,0.451,0
30,46211.73,20914.16,25944.56,29,1,9,26,0.453,0.561,0
46,19195.05,15718.81,24717.38,29,2,14,37,0.819,1.288,1
61,89667.72,19714.4,15145.34,5,0,11,34,0.22,0.169,0
55,60984.62,25570.16,26062.53,25,3,9,37,0.419,0.427,0
45,102684.44,16987.95,36876.44,24,1,7,39,0.165,0.359,0
46,33897.82,31315.72,5294.14,23,4,4,5,0.924,0.156,1
31,69157.64,21219.46,9919.28,6,2,1,31,0.307,0.143,0
58,65585.48,7428.73,20327.07,27,2,3,15,0.113,0.31,0
22,44188.5,12622.89,7325.31,20,1,14,27,0.286,0.166,0
27,78221.02,0.0,1000.0,29,1,8,15,0.0,0.013,0
38,41891.8,5978.1,33117.48,14,0,4,26,0.143,0.791,0
47,42782.17,11190.04,1000.0,18,5,10,2,0.262,0.023,0
54,10000.0,20462.74,15171.41,15,3,10,20,2.046,1.517,1
47,58180.56,7496.39,29107.33,24,2,2,37,0.129,0.5,0
37,23489.8,2537.36,23200.4,12,1,14,37,0.108,0.988,0
63,38985.58,0.0,15353.01,4,4,8,29,0.0,0.394,0
64,29475.61,9035.82,6830.73,2,1,7,21,0.307,0.232,0
44,42675.37,34508.52,24126.41,2,4,11,18,0.809,0.565,1
45,58877.6,17711.07,8139.27,18,1,10,30,0.301,0.138,0
27,50222.83,24395.79,23191.19,13,1,9,19,0.486,0.462,0
26,64192.83,5999.46,21691.01,15,0,2,18,0.093,0.338,0
44,75312.59,0.0,21812.39,21,2,5,1,0.0,0.29,0
53,42624.08,2789.23,12316.17,16,1,6,39,0.065,0.289,0
49,40428.66,14028.69,44420.11,26,2,13,38,0.347,1.099,1
63,69154.55,0.0,24298.48,3,1,2,26,0.0,0.351,0
42,70740.95,4934.1,16655.49,12,0,2,7,0.07,0.235,0
46,64811.82,9136.39,23171.25,7,1,13,26,0.141,0.358,0
48,30956.42,1790.75,10706.46,18,3,14,14,0.058,0.346,0
41,58453.1,0.0,15364.35,4,2,14,11,0.0,0.263,0
27,52189.41,17896.54,48703.04,1,1,10,13,0.343,0.933,1
37,71050.58,15458.71,10791.43,14,2,14,6,0.218,0.152,0
40,38542.56,22790.3,19066.73,1,2,4,16,0.591,0.495,1
61,16667.79,3895.74,14526.74,10,5,8,25,0.234,0.872,1
40,63804.74,22599.23,7524.39,12,2,14,36,0.354,0.118,0
42,10000.0,30293.04,25053.02,22,0,13,19,3.029,2.505,1
48,35369.73,17622.15,20437.67,9,1,11,9,0.498,0.578,1
60,29536.09,8900.64,30932.33,2,3,5,18,0.301,1.047,1
27,29401.31,16450.81,29726.94,4,1,9,17,0.56,1.011,1
21,35019.37,8422.13,30808.49,2,1,4,29,0.24,0.88,1
52,74347.47,6757.16,8981.56,5,4,3,29,0.091,0.121,0
33,66411.11,21832.6,27691.53,12,0,10,24,0.329,0.417,0
50,44965.39,13609.5,27983.26,9,0,8,23,0.303,0.622,1
43,72672.47,27050.96,7747.24,18,3,1,9,0.372,0.107,0
39,28754.06,10575.77,16176.61,7,1,9,1,0.368,0.563,1
52,26034.33,11588.25,2526.65,17,0,4,37,0.445,0.097,0
50,67271.93,9334.89,28035.47,2,1,11,31,0.139,0.417,0
49,61592.86,3798.17,27980.27,23,0,9,34,0.062,0.454,0
49,40794.73,23144.25,37164.35,23,0,8,36,0.567,0.911,1
50,27290.78,36857.12,17254.42,16,2,3,6,1.351,0.632,1
36,79194.64,11177.73,25417.64,7,2,3,6,0.141,0.321,0
60,15597.95,8195.04,31852.82,9,0,14,26,0.525,2.042,1
39,38031.48,7546.77,10953.3,1,1,9,9,0.198,0.288,0
38,54571.53,8202.67,9128.42,11,5,3,32,0.15,0.167,0
21,86043.3,31497.84,11325.38,22,1,4,6,0.366,0.132,0
34,57662.0,7815.19,15808.45,5,2,9,5,0.136,0.274,0
22,59606.09,9147.33,9553.35,1,1,12,5,0.153,0.16,0
48,38612.33,2596.46,11842.07,20,2,4,12,0.067,0.307,0
50,61369.6,17936.49,30570.98,22,0,11,12,0.292,0.498,0
58,52106.19,14327.7,18843.84,23,2,3,1,0.275,0.362,0
24,18230.71,3628.21,23680.38,2,2,14,18,0.199,1.299,1
21,65858.7,6071.7,13391.4,16,2,7,18,0.092,0.203,0
28,69407.87,30329.33,12603.61,28,1,6,37,0.437,0.182,0
49,66067.3,15327.08,23426.67,6,2,1,1,0.232,0.355,0
59,50666.56,16016.85,21512.75,28,0,14,25,0.316,0.425,0
23,30876.46,16056.54,29335.84,20,3,10,5,0.52,0.95,1
52,10000.0,28946.25,35619.12,4,2,8,19,2.895,3.562,1
30,53141.07,4547.86,11703.05,22,1,1,22,0.086,0.22,0
30,71638.84,11036.04,30334.21,0,4,4,14,0.154,0.423,1
39,69910.65,13310.35,7042.33,7,2,6,5,0.19,0.101,0
54,66321.46,0.0,44885.34,11,3,6,27,0.0,0.677,0
53,48515.78,5838.58,10564.35,13,1,7,34,0.12,0.218,0
43,71749.28,25466.75,28287.57,15,3,14,10,0.355,0.394,0
48,68483.24,22602.13,6953.12,9,1,11,7,0.33,0.102,0
52,41547.33,24370.67,18174.91,14,2,12,23,0.587,0.437,1
27,63531.96,9109.1,38548.8,20,1,14,20,0.143,0.607,0
49,39280.82,10343.05,10187.55,23,1,5,35,0.263,0.259,0
28,60800.48,0.0,46450.23,25,1,5,6,0.0,0.764,0
21,24017.67,24319.35,19936.69,14,2,4,4,1.013,0.83,1
23,25555.76,25966.52,31708.55,9,2,6,28,1.016,1.241,1
44,71164.14,25839.21,24835.33,20,2,7,15,0.363,0.349,0
43,68751.2,31040.91,25484.48,27,1,10,5,0.451,0.371,0
28,62672.23,19221.09,2886.64,6,1,10,13,0.307,0.046,0
57,51759.38,30568.82,14325.77,25,1,1,1,0.591,0.277,0
23,10000.0,12995.25,34351.72,2,2,9,24,1.3,3.435,1
53,48502.48,0.0,15868.15,1,0,14,30,0.0,0.327,0
48,59083.66,23607.25,21665.98,5,2,8,12,0.4,0.367,0
28,39305.34,0.0,1430.93,20,1,7,17,0.0,0.036,0
54,35750.12,16702.02,13549.08,8,1,9,16,0.467,0.379,1
55,78888.41,24553.24,33476.47,9,0,3,27,0.311,0.424,0
52,48794.22,18242.59,4608.45,3,2,10,11,0.374,0.094,0
44,59095.9,37782.43,28604.95,26,1,4,34,0.639,0.484,0
34,65482.63,0.0,22133.34,2,1,7,21,0.0,0.338,0
52,29971.26,14171.39,17168.53,8,1,6,38,0.473,0.573,1
63,53864.15,15174.55,16640.91,23,2,14,0,0.282,0.309,0
36,76392.89,1558.97,14107.64,21,2,13,36,0.02,0.185,0
24,86384.46,3462.67,15176.35,16,1,2,20,0.04,0.176,0
57,50798.73,6548.71,31156.88,13,1,2,0,0.129,0.613,0
41,45241.13,4003.53,14815.47,9,3,10,3,0.088,0.327,0
